Attraction_Id,Attraction_Nm,Attraction_url,Rankings,Category,Address,No_of_Reviews,Weekday_Hours,Weekend_Hours,Overall_Rating,Rating_Excellent,Rating_Good,Rating_Average,Rating_Poor,Rating_Terrible
d14078234,Keshen Goodman Library,https://www.tripadvisor.com/Attraction_Review-g154976-d14078234-Reviews-Keshen_Goodman_Library-Halifax_Halifax_Region_Nova_Scotia.html,#77 of 112 things to do in Halifax,"Traveler Resources, Libraries","Keshen Goodman Public Library 330 Lacewood Dr, Halifax, Nova Scotia B3S 0A3, Canada",3,,,4.0,0%,100%,0%,0%,0%
d14863238,Fundy View Trail,https://www.tripadvisor.com/Attraction_Review-g635708-d14863238-Reviews-Fundy_View_Trail-Freeport_Southwest_Nova_Scotia_Nova_Scotia.html,#2 of 4 things to do in Freeport,"Nature & Parks, Outdoor Activities, Hiking Trails","243 Highway 217, Freeport, Nova Scotia B0V 1B0, Canada",1,,,5.0,100%,0%,0%,0%,0%
d7082188,Little Dutch Deutsch Church,https://www.tripadvisor.com/Attraction_Review-g154976-d7082188-Reviews-Little_Dutch_Deutsch_Church-Halifax_Halifax_Region_Nova_Scotia.html,#94 of 112 things to do in Halifax,"Sights & Landmarks, Churches & Cathedrals","2393 Brunswick St, Halifax, Nova Scotia, Canada",4,,,3.5,0%,25%,75%,0%,0%
d5556083,Salt Springs Provincial Park,https://www.tripadvisor.com/Attraction_Review-g154977-d5556083-Reviews-Salt_Springs_Provincial_Park-Pictou_Nova_Scotia.html,#12 of 19 things to do in Pictou,Nature & Parks,"2532 Highway 4 | Salt Springs, Pictou, Nova Scotia, Canada",5,,,4.0,20%,60%,20%,0%,0%
d298796,Maugher Beach Lighthouse,https://www.tripadvisor.com/Attraction_Review-g154976-d298796-Reviews-Maugher_Beach_Lighthouse-Halifax_Halifax_Region_Nova_Scotia.html,#67 of 112 things to do in Halifax,"Sights & Landmarks, Lighthouses"," | B0J 3A0, Halifax, Nova Scotia, Canada",4,,,4.5,25%,75%,0%,0%,0%
d4379703,Royal Canadian Legion Military Museum,https://www.tripadvisor.com/Attraction_Review-g154974-d4379703-Reviews-Royal_Canadian_Legion_Military_Museum-Dartmouth_Halifax_Region_Nova_Scotia.html,#21 of 24 things to do in Dartmouth,"Museums, Specialty Museums","52 King St, Dartmouth, Nova Scotia B2Y 2R5, Canada",4,,,4.5,25%,75%,0%,0%,0%
d6897591,Loch Broom Log Church,https://www.tripadvisor.com/Attraction_Review-g154977-d6897591-Reviews-Loch_Broom_Log_Church-Pictou_Nova_Scotia.html,#9 of 19 things to do in Pictou,"Sights & Landmarks, Churches & Cathedrals","1576 LochBroom Rd | Loch Broom, Pictou, Nova Scotia B0K 1H0, Canada",5,,,5.0,80%,20%,0%,0%,0%
d7082183,Tangled Garden,https://www.tripadvisor.com/Attraction_Review-g499224-d7082183-Reviews-Tangled_Garden-Grand_Pre_Southwest_Nova_Scotia_Nova_Scotia.html,#3 of 5 things to do in Grand Pre,"Nature & Parks, Gardens","11827 Highway 1, Grand Pre, Nova Scotia BOP 1MO, Canada",113,Open Now: 10:00 AM - 6:00 PM,Sun - Sat10:00 AM - 6:00 PM,4.5,61%,30%,6%,2%,1%
d2285890,Port Medway Lighthouse Park,https://www.tripadvisor.com/Attraction_Review-g499236-d2285890-Reviews-Port_Medway_Lighthouse_Park-Port_Medway_Southwest_Nova_Scotia_Nova_Scotia.html,#2 of 5 things to do in Port Medway,Nature & Parks,"1687 Port Medway Road, Port Medway, Nova Scotia B0J 2T0, Canada",15,,,4.0,33%,26%,41%,0%,0%
d7177008,Village Glassworks,https://www.tripadvisor.com/Attraction_Review-g1773269-d7177008-Reviews-Village_Glassworks-New_Germany_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 2 things to do in New Germany,"Sights & Landmarks, Points of Interest & Landmarks","4928 Highway 10, New Germany, Nova Scotia B0R 1E0, Canada",3,Open Now: 10:00 AM - 5:00 PM,Tue - Sat10:00 AM - 5:00 PM,5.0,100%,0%,0%,0%,0%
d6560028,Snow Queen Leisure World,https://www.tripadvisor.com/Attraction_Review-g154971-d6560028-Reviews-Snow_Queen_Leisure_World-Antigonish_Nova_Scotia.html,#16 of 22 things to do in Antigonish,"Water & Amusement Parks, Theme Parks","4220 Trans Canada Highway 104, Antigonish, Nova Scotia B2G 2L4, Canada",8,,,3.5,39%,12%,25%,12%,12%
d5556139,Ten Mile Lake Provincial Park,https://www.tripadvisor.com/Attraction_Review-g5599043-d5556139-Reviews-Ten_Mile_Lake_Provincial_Park-Greenfield_Southwest_Nova_Scotia_Nova_Scotia.html,#2 of 3 things to do in Greenfield,Nature & Parks,"3933 Highway 8, Greenfield, Nova Scotia B0T 1E0, Canada",1,,,4.0,0%,100%,0%,0%,0%
d5555794,Beaver Mountain Provincial Park,https://www.tripadvisor.com/Attraction_Review-g154971-d5555794-Reviews-Beaver_Mountain_Provincial_Park-Antigonish_Nova_Scotia.html,#15 of 22 things to do in Antigonish,"Nature & Parks, Mountains","472 Beaver Mountain Road | James River, Antigonish, Nova Scotia B2G 2K8, Canada",8,,,3.5,38%,25%,0%,37%,0%
d4522304,Petite Riviere Vineyards,https://www.tripadvisor.com/Attraction_Review-g4552419-d4522304-Reviews-Petite_Riviere_Vineyards-Crousetown_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 1 things to do in Crousetown,"Food & Drink, Wineries & Vineyards","1300 Italy Cross Rd, Crousetown, Nova Scotia B4V 6R2, Canada",38,Open Now: 12:00 PM - 4:00 PM,Mon12:00 AM - 4:00 PMTue - Fri12:00 PM - 4:00 PMSat12:00 AM - 4:00 PM,4.5,70%,18%,10%,2%,0%
d7377577,Mickey Hill Provincial Park,https://www.tripadvisor.com/Attraction_Review-g154970-d7377577-Reviews-Mickey_Hill_Provincial_Park-Annapolis_Royal_Southwest_Nova_Scotia_Nova_Scotia.html,#13 of 21 things to do in Annapolis Royal,Nature & Parks,"7956 Highway 8, Annapolis Royal, Nova Scotia B0S 1A0, Canada",12,,,4.5,59%,25%,16%,0%,0%
d591363,Cathedral Church of all Saints,https://www.tripadvisor.com/Attraction_Review-g154976-d591363-Reviews-Cathedral_Church_of_all_Saints-Halifax_Halifax_Region_Nova_Scotia.html,#91 of 112 things to do in Halifax,"Sights & Landmarks, Sacred & Religious Sites","5732 College St, Halifax, Nova Scotia B3H 1X3, Canada",5,,,3.5,0%,40%,60%,0%,0%
d11488070,Splash,https://www.tripadvisor.com/Attraction_Review-g154976-d11488070-Reviews-Splash-Halifax_Halifax_Region_Nova_Scotia.html,#81 of 112 things to do in Halifax,"Concerts & Shows, Theaters","1617 Lower Water Street | Sackville Landing next to the Maritime Museum of the Atlantic, Halifax, Nova Scotia B3J 1S3, Canada",2,,,4.5,50%,50%,0%,0%,0%
d298780,Annapolis Royal Lighthouse,https://www.tripadvisor.com/Attraction_Review-g154970-d298780-Reviews-Annapolis_Royal_Lighthouse-Annapolis_Royal_Southwest_Nova_Scotia_Nova_Scotia.html,#7 of 21 things to do in Annapolis Royal,"Sights & Landmarks, Lighthouses","204-244 St George St, Annapolis Royal, Nova Scotia, Canada",73,,,4.0,35%,20%,44%,1%,0%
d7074443,Bass River Heritage Museum,https://www.tripadvisor.com/Attraction_Review-g7074607-d7074443-Reviews-Bass_River_Heritage_Museum-Bass_River_Nova_Scotia.html,#1 of 2 things to do in Bass River,"Museums, History Museums","5666 Highway 2, Bass River, Nova Scotia B0M 1B0, Canada",3,Open Now: 10:00 AM - 5:00 PM,Sun - Sat10:00 AM - 5:00 PM,4.0,34%,33%,33%,0%,0%
d6889745,St Mathew s United Churc,https://www.tripadvisor.com/Attraction_Review-g154976-d6889745-Reviews-St_Mathew_s_United_Churc-Halifax_Halifax_Region_Nova_Scotia.html,#92 of 112 things to do in Halifax,"Sights & Landmarks, Points of Interest & Landmarks","1479 Barrington St, Halifax, Nova Scotia B3J 1Z2, Canada",8,,,3.5,12%,39%,37%,0%,12%
d5555806,Fox Harbour Provincial Park,https://www.tripadvisor.com/Attraction_Review-g657504-d5555806-Reviews-Fox_Harbour_Provincial_Park-Wallace_Nova_Scotia.html,#4 of 4 things to do in Wallace,Nature & Parks,"865 Fox Harbour Rd, Wallace, Nova Scotia B0K 1Y0, Canada",1,,,3.0,0%,0%,100%,0%,0%
d6994938,Eglise Sacre Coeur,https://www.tripadvisor.com/Attraction_Review-g3935829-d6994938-Reviews-Eglise_Sacre_Coeur-Saulnierville_Municipality_of_Clare_Southwest_Nova_Scotia_Nov.html,#1 of 1 things to do in Saulnierville,"Sights & Landmarks, Churches & Cathedrals","9650 Highway 1, Saulnierville, Municipality of Clare, Nova Scotia B0W 2Z0, Canada",3,,,5.0,100%,0%,0%,0%,0%
d14045322,Deadman s Island,https://www.tripadvisor.com/Attraction_Review-g154976-d14045322-Reviews-Deadman_s_Island-Halifax_Halifax_Region_Nova_Scotia.html,#96 of 112 things to do in Halifax,"Sights & Landmarks, Scenic Walking Areas, Historic Sites","Pinehaven Drive, Halifax, Nova Scotia, Canada",1,,,4.0,0%,100%,0%,0%,0%
d298806,Caveau Point Rear Range Lighthouse,https://www.tripadvisor.com/Attraction_Review-g499215-d298806-Reviews-Caveau_Point_Rear_Range_Lighthouse-Cheticamp_Cape_Breton_Island_Nova_Scotia.html,#12 of 12 things to do in Cheticamp,"Sights & Landmarks, Lighthouses","Cheticamp, Nova Scotia, Canada",2,,,2.5,0%,0%,50%,50%,0%
d12948249,Delaps Cove Wilderness Trails,https://www.tripadvisor.com/Attraction_Review-g154970-d12948249-Reviews-Delaps_Cove_Wilderness_Trails-Annapolis_Royal_Southwest_Nova_Scotia_Nova_Scotia.html,#12 of 21 things to do in Annapolis Royal,"Outdoor Activities, Nature & Parks, Hiking Trails","2077 Shore Road West | Town is actually called Delaps Cove, Annapolis Royal, Nova Scotia B0S 1A0, Canada",9,,,4.5,56%,33%,11%,0%,0%
d4915633,Nova Scotia Archives,https://www.tripadvisor.com/Attraction_Review-g154976-d4915633-Reviews-Nova_Scotia_Archives-Halifax_Halifax_Region_Nova_Scotia.html,#70 of 112 things to do in Halifax,Other,"6016 University Ave, Halifax, Nova Scotia B3H 1W4, Canada",3,Open Now: 8:30 AM - 4:30 PM,Mon - Tue8:30 AM - 4:30 PMWed8:30 AM - 9:00 PMThu - Fri8:30 AM - 4:30 PMSat9:00 AM - 5:00 PM,4.5,67%,33%,0%,0%,0%
d11444639,Vista Bella Farm Malagash Cidery,https://www.tripadvisor.com/Attraction_Review-g887217-d11444639-Reviews-Vista_Bella_Farm_Malagash_Cidery-Malagash_Nova_Scotia.html,#3 of 4 things to do in Malagash,"Sights & Landmarks, Farms",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,5,Closed today: Closed,Sat12:00 PM - 5:00 PM,5.0,100%,0%,0%,0%,0%
d14925733,Halifax Planetarium,https://www.tripadvisor.com/Attraction_Review-g154976-d14925733-Reviews-Halifax_Planetarium-Halifax_Halifax_Region_Nova_Scotia.html,#95 of 112 things to do in Halifax,"Museums, Observatories & Planetariums","6310 Coburg Road | ir James Dunn Building, Dalhousie University, Halifax, Nova Scotia B3H 3J5, Canada",1,,,4.0,0%,100%,0%,0%,0%
d2644828,Holy Cross Cemetery,https://www.tripadvisor.com/Attraction_Review-g154976-d2644828-Reviews-Holy_Cross_Cemetery-Halifax_Halifax_Region_Nova_Scotia.html,#83 of 112 things to do in Halifax,"Sights & Landmarks, Cemeteries","1259 South Park St, Halifax, Nova Scotia B3J 2K8, Canada",5,,,4.0,40%,20%,40%,0%,0%
d4409044,Art Gallery of Nova Scotia Western Branch,https://www.tripadvisor.com/Attraction_Review-g181761-d4409044-Reviews-Art_Gallery_of_Nova_Scotia_Western_Branch-Yarmouth_Southwest_Nova_Scotia_Nova_Sco.html,#10 of 26 things to do in Yarmouth,"Shopping, Museums, Art Galleries","341 Main St | B5A 1E7, Yarmouth, Nova Scotia B5A 1E7, Canada",14,Closed today: Closed,Thu - Sun12:00 PM - 5:00 PM,4.0,42%,51%,0%,0%,7%
d15083976,A Walk Through Time Museum,https://www.tripadvisor.com/Attraction_Review-g642242-d15083976-Reviews-A_Walk_Through_Time_Museum-Scotsburn_Nova_Scotia.html,#1 of 2 things to do in Scotsburn,"Museums, History Museums","4119 Scotsburn Road, Scotsburn, Nova Scotia B0K 1R0, Canada",5,Open Now: 10:00 AM - 5:00 PM,Sun - Sat10:00 AM - 5:00 PM,5.0,100%,0%,0%,0%,0%
d5533649,Cottage Cove Provincial Park,https://www.tripadvisor.com/Attraction_Review-g5561762-d5533649-Reviews-Cottage_Cove_Provincial_Park-Port_George_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 1 things to do in Port George,Nature & Parks,"11935 Shore Rd, Port George, Nova Scotia B0S 1P0, Canada",5,,,4.5,60%,40%,0%,0%,0%
d536368,Nova Scotia Centre for Craft and Design,https://www.tripadvisor.com/Attraction_Review-g154976-d536368-Reviews-Nova_Scotia_Centre_for_Craft_and_Design-Halifax_Halifax_Region_Nova_Scotia.html,#78 of 112 things to do in Halifax,"Shopping, Museums, Art Galleries","1683 Barrington St, Halifax, Nova Scotia B3J 2S9, Canada",4,Open Now: 9:00 AM - 5:00 PM,Tue - Fri9:00 AM - 5:00 PMSat - Sun11:00 AM - 4:00 PM,4.0,0%,100%,0%,0%,0%
d7074445,Belliveau Cove Municipal Park,https://www.tripadvisor.com/Attraction_Review-g1535897-d7074445-Reviews-Belliveau_Cove_Municipal_Park-Belliveaus_Cove_Municipality_of_Clare_Southwest_No.html,#1 of 4 things to do in Belliveaus Cove,Nature & Parks,"3239 Highway 1, Belliveaus Cove, Municipality of Clare, Nova Scotia, Canada",9,,,5.0,78%,22%,0%,0%,0%
d10501505,Islands Museum and Archives,https://www.tripadvisor.com/Attraction_Review-g635708-d10501505-Reviews-Islands_Museum_and_Archives-Freeport_Southwest_Nova_Scotia_Nova_Scotia.html,#3 of 4 things to do in Freeport,"Museums, History Museums","243 Highway 217, Freeport, Nova Scotia B0V 1B0, Canada",1,Open Now: 9:00 AM - 4:30 PM,Tue - Sat9:00 AM - 4:30 PM,5.0,100%,0%,0%,0%,0%
d298782,Gilbert s Cove Lighthouse,https://www.tripadvisor.com/Attraction_Review-g2542926-d298782-Reviews-Gilbert_s_Cove_Lighthouse-Gilberts_Cove_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 2 things to do in Gilberts Cove,"Sights & Landmarks, Lighthouses","244 Lighthouse Road, Gilberts Cove, Nova Scotia B0W 2R0, Canada",30,,,5.0,81%,16%,3%,0%,0%
d5556149,Bayfield Beach Provincial Park,https://www.tripadvisor.com/Attraction_Review-g2238789-d5556149-Reviews-Bayfield_Beach_Provincial_Park-Bayfield_Nova_Scotia.html,#1 of 2 things to do in Bayfield,"Nature & Parks, Outdoor Activities, Beaches","151 Bayfield Beach Rd, Bayfield, Nova Scotia B0H 1A0, Canada",5,,,4.5,60%,20%,20%,0%,0%
d12979275,Stella Maris Parish,https://www.tripadvisor.com/Attraction_Review-g1841318-d12979275-Reviews-Stella_Maris_Parish-Inverness_Cape_Breton_Island_Nova_Scotia.html,#11 of 16 things to do in Inverness,"Sights & Landmarks, Churches & Cathedrals","47 Upper Railway Street, Inverness, Nova Scotia B0E 1N0, Canada",2,,,4.5,50%,50%,0%,0%,0%
d4723838,King s Theatre,https://www.tripadvisor.com/Attraction_Review-g154970-d4723838-Reviews-King_s_Theatre-Annapolis_Royal_Southwest_Nova_Scotia_Nova_Scotia.html,#10 of 21 things to do in Annapolis Royal,"Concerts & Shows, Theaters","358 Saint George Street, Annapolis Royal, Nova Scotia B0S 1A0, Canada",17,,,4.5,60%,35%,5%,0%,0%
d2209641,Fox Hill Cheese House,https://www.tripadvisor.com/Attraction_Review-g1048259-d2209641-Reviews-Fox_Hill_Cheese_House-Port_Williams_Southwest_Nova_Scotia_Nova_Scotia.html,#3 of 9 things to do in Port Williams,"Sights & Landmarks, Farms",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,129,Open Now: 10:00 AM - 5:00 PM,Sun1:00 PM - 5:00 PMMon - Sat10:00 AM - 5:00 PM,4.5,54%,29%,13%,1%,3%
d4723726,Saint Patrick s Church,https://www.tripadvisor.com/Attraction_Review-g154976-d4723726-Reviews-Saint_Patrick_s_Church-Halifax_Halifax_Region_Nova_Scotia.html,#85 of 115 things to do in Halifax,"Sights & Landmarks, Churches & Cathedrals","2267 Brunswick St, Halifax, Nova Scotia B3K 2Y9, Canada",2,,,4.0,50%,0%,50%,0%,0%
d13198973,St Barra st Columba Catholic Church,https://www.tripadvisor.com/Attraction_Review-g499227-d13198973-Reviews-St_Barra_st_Columba_Catholic_Church-Iona_Cape_Breton_Island_Nova_Scotia.html,#2 of 5 things to do in Iona,"Sights & Landmarks, Churches & Cathedrals","2561 Saint Columba Road, Iona, Nova Scotia B2C 1A8, Canada",2,,,5.0,100%,0%,0%,0%,0%
d6897584,Musquodoboit Valley Provincial Park,https://www.tripadvisor.com/Attraction_Review-g6523209-d6897584-Reviews-Musquodoboit_Valley_Provincial_Park-Middle_Musquodoboit_Halifax_Region_Nova_Scot.html,#1 of 2 things to do in Middle Musquodoboit,Nature & Parks,"11685 Hwy 224, Middle Musquodoboit, Nova Scotia B0N 1X0, Canada",3,,,4.5,67%,0%,33%,0%,0%
d4023640,The Lords Ranch Ministry,https://www.tripadvisor.com/Attraction_Review-g181764-d4023640-Reviews-The_Lords_Ranch_Ministry-Kingston_Southwest_Nova_Scotia_Nova_Scotia.html,#2 of 7 things to do in Kingston,"Sights & Landmarks, Ranches",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,32,,,5.0,97%,3%,0%,0%,0%
d5031398,Theatre Arts Guild,https://www.tripadvisor.com/Attraction_Review-g154976-d5031398-Reviews-Theatre_Arts_Guild-Halifax_Halifax_Region_Nova_Scotia.html,#72 of 112 things to do in Halifax,"Concerts & Shows, Theaters","6 Parkhill Rd, Halifax, Nova Scotia B3P 1R3, Canada",3,,,4.5,67%,33%,0%,0%,0%
d13295414,Art 2 Sea,https://www.tripadvisor.com/Attraction_Review-g154977-d13295414-Reviews-Art_2_Sea-Pictou_Nova_Scotia.html,#11 of 19 things to do in Pictou,"Museums, Shopping, Art Galleries","41 Water Street, Pictou, Nova Scotia NS B0K 1H0, Canada",2,,,5.0,100%,0%,0%,0%,0%
d5556146,Moose River Gold Mines Provincial Park,https://www.tripadvisor.com/Attraction_Review-g154976-d5556146-Reviews-Moose_River_Gold_Mines_Provincial_Park-Halifax_Halifax_Region_Nova_Scotia.html,#99 of 112 things to do in Halifax,Nature & Parks,"140 Moose River Road, Halifax, Nova Scotia B0N 1X0, Canada",1,,,3.0,0%,0%,100%,0%,0%
d7364550,Visual Voice Fine Art,https://www.tripadvisor.com/Attraction_Review-g181762-d7364550-Reviews-Visual_Voice_Fine_Art-Truro_Nova_Scotia.html,#8 of 17 things to do in Truro,"Shopping, Museums, Art Galleries","128 King Street, Truro, Nova Scotia B2N 3L4, Canada",2,Closed today: Closed,Mon12:30 PM - 5:00 PMWed12:30 PM - 5:00 PMFri - Sat12:30 PM - 5:00 PM,5.0,100%,0%,0%,0%,0%
d7082128,Orangedale Railway Station Museum,https://www.tripadvisor.com/Attraction_Review-g7087894-d7082128-Reviews-Orangedale_Railway_Station_Museum-Orangedale_Cape_Breton_Island_Nova_Scotia.html,#1 of 2 things to do in Orangedale,"Museums, Specialty Museums","1428 Orangedale Rd, Orangedale, Nova Scotia B0E 2K0, Canada",7,,,5.0,86%,14%,0%,0%,0%
d14891862,Captain William Spry Community Centre,https://www.tripadvisor.com/Attraction_Review-g154976-d14891862-Reviews-Captain_William_Spry_Community_Centre-Halifax_Halifax_Region_Nova_Scotia.html,#86 of 112 things to do in Halifax,"Fun & Games, Sports Complexes","16 Sussex Street, Halifax, Nova Scotia B3R 1N9, Canada",1,,,5.0,100%,0%,0%,0%,0%
d14046497,Herring Cove Provincial Park Reserve,https://www.tripadvisor.com/Attraction_Review-g154976-d14046497-Reviews-Herring_Cove_Provincial_Park_Reserve-Halifax_Halifax_Region_Nova_Scotia.html,#87 of 112 things to do in Halifax,"Outdoor Activities, Nature & Parks, Hiking Trails, Nature & Wildlife Areas More",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,1,,,5.0,100%,0%,0%,0%,0%
d8563888,Heritage Models Museum,https://www.tripadvisor.com/Attraction_Review-g7083474-d8563888-Reviews-Heritage_Models_Museum-River_Hebert_Southwest_Nova_Scotia_Nova_Scotia.html,#2 of 2 things to do in River Hebert,"Museums, Specialty Museums","1868 Main Street | Hwy 242, River Hebert, Nova Scotia B0L 1G0, Canada",3,Open Now: 9:00 AM - 5:00 PM,Mon - Sat9:00 AM - 5:00 PM,4.0,34%,33%,33%,0%,0%
d10391945,Fort Massey Cemetery,https://www.tripadvisor.com/Attraction_Review-g154976-d10391945-Reviews-Fort_Massey_Cemetery-Halifax_Halifax_Region_Nova_Scotia.html,#71 of 112 things to do in Halifax,"Sights & Landmarks, Monuments & Statues, Historic Sites, Cemeteries More","QUeen and South Sts, Halifax, Nova Scotia, Canada",3,,,4.5,67%,33%,0%,0%,0%
d11811329,St Joseph s Roman Catholic Church,https://www.tripadvisor.com/Attraction_Review-g499220-d11811329-Reviews-St_Joseph_s_Roman_Catholic_Church-Charlos_Cove_Nova_Scotia.html,#1 of 1 things to do in Charlos Cove,"Sights & Landmarks, Churches & Cathedrals, Points of Interest & Landmarks, Historic Sites More","Hwy 316, Charlos Cove, Nova Scotia, Canada",1,,,4.0,0%,100%,0%,0%,0%
d7273411,Dalhousie University Agricultural Campus,https://www.tripadvisor.com/Attraction_Review-g7369086-d7273411-Reviews-Dalhousie_University_Agricultural_Campus-Bible_Hill_Nova_Scotia.html,#1 of 2 things to do in Bible Hill,"Nature & Parks, Nature & Wildlife Areas",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,5,,,3.0,20%,20%,40%,0%,20%
d7082096,Lunenburg County Winery,https://www.tripadvisor.com/Attraction_Review-g7087511-d7082096-Reviews-Lunenburg_County_Winery-Newburne_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 1 things to do in Newburne,"Food & Drink, Wineries & Vineyards","813 Walburne Rd, Newburne, Nova Scotia B0J 2E0, Canada",6,Open Now: 9:00 AM - 5:00 PM,Mon - Sat9:00 AM - 5:00 PM,4.5,67%,33%,0%,0%,0%
d13198971,Ingonish Information Centre,https://www.tripadvisor.com/Attraction_Review-g499216-d13198971-Reviews-Ingonish_Information_Centre-Ingonish_Cape_Breton_Island_Nova_Scotia.html,#8 of 15 things to do in Ingonish,"Traveler Resources, Visitor Centers","Victoria, Subd. A, Ingonish, Nova Scotia B0C 1L0, Canada",7,,,4.5,42%,58%,0%,0%,0%
d8434238,Halifax Forum Farmers Market,https://www.tripadvisor.com/Attraction_Review-g154976-d8434238-Reviews-Halifax_Forum_Farmers_Market-Halifax_Halifax_Region_Nova_Scotia.html,#66 of 112 things to do in Halifax,"Food & Drink, Shopping, Farmers Markets","2901 Windsor St | Halifax Forum Bingo Hall, Halifax, Nova Scotia B3K 5E5, Canada",4,,,4.5,75%,0%,25%,0%,0%
d13155995,St Michael s Catholic Church,https://www.tripadvisor.com/Attraction_Review-g499213-d13155995-Reviews-St_Michael_s_Catholic_Church-Baddeck_Cape_Breton_Island_Nova_Scotia.html,#8 of 15 things to do in Baddeck,"Sights & Landmarks, Churches & Cathedrals","511 Chebucto Street, Baddeck, Nova Scotia B0E 1B0, Canada",5,,,5.0,100%,0%,0%,0%,0%
d10756397,Pembroke Beach,https://www.tripadvisor.com/Attraction_Review-g181761-d10756397-Reviews-Pembroke_Beach-Yarmouth_Southwest_Nova_Scotia_Nova_Scotia.html,#18 of 26 things to do in Yarmouth,"Nature & Parks, Outdoor Activities, Beaches","985 Pembroke Road | N 43° 51.641′ /Longitude: W 66° 09.023′, Yarmouth, Nova Scotia, Canada",2,,,4.5,50%,50%,0%,0%,0%
d7789364,Cochrane Family Farm,https://www.tripadvisor.com/Attraction_Review-g7813689-d7789364-Reviews-Cochrane_Family_Farm-Upper_Stewiacke_Nova_Scotia.html,#1 of 1 things to do in Upper Stewiacke,"Sights & Landmarks, Shopping, Food & Drink, Farmers Markets, Farms More",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,6,,,5.0,100%,0%,0%,0%,0%
d603188,MSVU Art Gallery,https://www.tripadvisor.com/Attraction_Review-g154976-d603188-Reviews-MSVU_Art_Gallery-Halifax_Halifax_Region_Nova_Scotia.html,#79 of 112 things to do in Halifax,"Shopping, Museums, Art Galleries","166 Bedford Hwy, Halifax, Nova Scotia B3M 2J6, Canada",3,,,4.5,67%,33%,0%,0%,0%
d7051742,Boar s Head Lighthouse,https://www.tripadvisor.com/Attraction_Review-g674746-d7051742-Reviews-Boar_s_Head_Lighthouse-Tiverton_Southwest_Nova_Scotia_Nova_Scotia.html,#3 of 4 things to do in Tiverton,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","Boars Head Road, Tiverton, Nova Scotia B0V 1A0, Canada",9,,,4.0,33%,56%,11%,0%,0%
d7055359,Bridgewater Lunenburg Visitor Information Centre,https://www.tripadvisor.com/Attraction_Review-g7060168-d7055359-Reviews-Bridgewater_Lunenburg_Visitor_Information_Centre-Blockhouse_Southwest_Nova_Scoti.html,#1 of 2 things to do in Blockhouse,"Traveler Resources, Visitor Centers","125B Cornwall Road, Blockhouse, Nova Scotia, Canada",9,,,4.5,67%,22%,11%,0%,0%
d12667075,Yarmouth Mountain Cemetery,https://www.tripadvisor.com/Attraction_Review-g181761-d12667075-Reviews-Yarmouth_Mountain_Cemetery-Yarmouth_Southwest_Nova_Scotia_Nova_Scotia.html,#15 of 26 things to do in Yarmouth,"Sights & Landmarks, Cemeteries","110 Parade Street, Yarmouth, Nova Scotia B5A 2M5, Canada",3,,,4.5,67%,33%,0%,0%,0%
d12352066,Canard Community Church,https://www.tripadvisor.com/Attraction_Review-g154976-d12352066-Reviews-Canard_Community_Church-Halifax_Halifax_Region_Nova_Scotia.html,#89 of 112 things to do in Halifax,"Sights & Landmarks, Churches & Cathedrals, Points of Interest & Landmarks","1315 Highway 341 | Upper Canard, Kings County, Halifax, Nova Scotia B0P 1J0, Canada",1,,,5.0,100%,0%,0%,0%,0%
d13116624,Broad Cove Mountain Trail,https://www.tripadvisor.com/Attraction_Review-g499216-d13116624-Reviews-Broad_Cove_Mountain_Trail-Ingonish_Cape_Breton_Island_Nova_Scotia.html,#11 of 15 things to do in Ingonish,"Outdoor Activities, Nature & Parks, Hiking Trails","110 Warren Lake Road, Ingonish, Nova Scotia B0C 1L0, Canada",5,,,4.5,60%,40%,0%,0%,0%
d7234297,Gabarus Lighthouse,https://www.tripadvisor.com/Attraction_Review-g7368911-d7234297-Reviews-Gabarus_Lighthouse-Gabarus_Cape_Breton_Island_Nova_Scotia.html,#1 of 1 things to do in Gabarus,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","Harbour Point Road | Gabarus Bay, Gabarus, Nova Scotia, Canada",1,,,5.0,100%,0%,0%,0%,0%
d12994211,Salmon Pools Trail,https://www.tripadvisor.com/Attraction_Review-g8693876-d12994211-Reviews-Salmon_Pools_Trail-Petit_Etang_Cape_Breton_Island_Nova_Scotia.html,#1 of 1 things to do in Petit Etang,"Nature & Parks, Outdoor Activities, Hiking Trails","Petit Etang, Nova Scotia B0E 2M0, Canada",2,,,4.0,0%,100%,0%,0%,0%
